NodeName,OAGName,Name,City,Lon,Lat
NDG,Qiqihar China,Qiqihar Airport,Qiqihar,123.92,47.32
NDJ,N'Djamena Chad,Ndjamena Airport,Ndjamena,15.03,12.13
NDR,Nador Morocco,Nador Airport,Nador,-2.92,35.15
NGB,Ningbo China,Ningbo Airport,Ningbo,121.46,29.82
NGO,Nagoya(Intl) Japan,Chubu Centrair International Airport,Nagoya,136.81,34.86
NGS,Nagasaki Japan,Nagasaki Airport,Nagasaki,129.92,32.91
NHA,Nha-Trang Vietnam,Nha Trang Airport,Nha Trang,109.2,12.23
NIM,Niamey Niger,Niamey Airport,Niamey,2.18,13.48
NJC,Nizhnevartovsk Russian Fed.,Nizhnevartovsk Airport,Nizhnevartovsk,76.49,60.95
NJF,AL NAJAF AL ASHRAF INTL IRAQ,NULL,Najaf,-86.9,32.32
NKC,Nouakchott Mauritania,Nouakchott Airport,Nouakchott,-15.95,18.1
NKG,Nanjing China,Nanking Airport,Nanking,118.87,31.74
NKM,Nagoya(Komaki) Japan,Nagoya/Komaki Airport,Nagoya,136.92,35.25
NLA,Ndola Zambia,Ndola Airport,Ndola,28.67,-12.99
NLD,Nuevo Laredo Mexico,Quetzalcoatl International Airport,Nuevo Laredo,-99.57,27.43
NLV,Mykolaiv International Ukraine,Nikolaev Airport,Nikolaev,31.92,47.05
NMA,Namangan Uzbekistan,Namangan Airport,Namangan,71.6,40.98
NNG,Nanning China,Nanning Airport,Nanning,108.17,22.61
NNY,Nanyang China,Nanyang Airport,Nanyang,112.61,32.98
NOJ,Noyabrsk,Nojabrxsk Airport,Nojabrxsk,75.29,63.18
NOV,Huambo Angola,Huambo Airport,Huambo,15.76,-12.81
NOZ,Novokuznetsk Spichenkovo,Novokuznetsk Airport,Novokuznetsk,87.17,53.75
NQN,Neuquen NE Argentina,Neuquen Airport,Neuquen,-68.15,-38.95
NRN,Dusseldorf (Weeze) Germany,Niederrhein Airport,Dusseldorf,6.15,51.6
NRT,Tokyo(Narita) Japan,Narita Airport,Tokyo,140.39,35.77
NSI,Yaounde(Nsimalon) Cameroon,Nsimalen Airport,Yaounde,11.55,3.7
NST,Nakhon Si Thammarat Thailand,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,99.95,8.47
NTE,Nantes France,Nantes Atlantique Airport,Nantes,-1.6,47.16
NTG,Nantong China,Nantong Airport,Nantong,120.98,32.07
NTL,Newcastle(Williamtown) NS Australia,Williamtown Airport,Newcastle,151.84,-32.8
NUE,Nuremberg Germany,Metropolitan Area Airport,Nuremberg,11.08,49.49
NUX,Novy Urengoy Russian Fed.,Novyj Urengoj Airport,Novyj Urengoj,76.52,66.07
NVA,Neiva Colombia,La Marguita Airport,Neiva,-75.3,2.95
NVI,Navoi Uzbekistan,Navoi Airport,Navoi,65.16,40.12
NWI,Norwich England UK,Norwich Airport,Norwich,1.28,52.67
NYO,Stockholm(Skavsta) Sweden,Skavsta Airport,Stockholm,16.92,58.78
NZE,Nzerekore Guinea,Nzerekore Airport,Nzerekore,-8.7,7.81
NZH,Manzhouli China,Manzhouli Airport,Manzhouli,117.33,49.57
OAK,Oakland CA USA,Metropolitan Oakland International Airport,Oakland,-122.21,37.71
OAX,Oaxaca Mexico,Xoxocotlan Airport,Oaxaca,-96.72,17
OBO,Obihiro Japan,Obihiro Airport,Obihiro,143.21,42.73
ODS,Odessa International Ukraine,Odessa-Central Airport,Odessa,30.68,46.44
ODY,Oudomxay Laos,Oudomxay Airport,Oudomxay,104.17,20.58
OGX,Ouargla Ain el Beida,Ain Beida Airport,Ouargla,5.4,31.92
OGZ,Vladikavkaz Beslan,Vladikavkaz Airport,Vladikavkaz,44.6,43.2
OIM,Oshima Japan,Oshima Airport,Oshima,139.37,34.78
OIT,Oita Japan,Oita Airport,Oita,131.73,33.48
OKA,Okinawa Japan,Naha Airport,Okinawa,127.77,26.37
OKC,Oklahoma City(Rogers) Oklahama USA,Will Rogers Airport,Oklahoma City,-97.6,35.4
OKJ,Okayama Japan,Okayama Airport,Okayama,133.85,34.76
OMA,Omaha NE USA,Eppley Airfield,Omaha,-95.9,41.3
OMR,Oradea Romania,Oradea Airport,Oradea,21.9,47.03
OMS,Omsk Tsentralny,Omsk Airport,Omsk,73.32,54.96
ONT,Ontario (Intl) CA USA,Ontario International Airport,Ontario,-117.6,34.06
OPO,Porto Portugal,Porto Airport,Porto,-8.67,41.24
ORD,Chicago(O'Hare) IL USA,OHare International Airport',Chicago,-87.99,41.98
ORF,Norfolk/Va.Bch/Wmbg VA USA,Norfolk International Airport,Norfolk,-76.21,36.9
ORK,Cork Ireland,Cork Airport,Cork,-8.49,51.85
ORN,Oran Algeria,Es Senia Airport,Oran,-0.61,35.62
ORY,Paris(Orly) France,Orly Field,Paris,2.36,48.73
OSI,Osijek Croatia,Osijek Airport,Osijek,18.68,45.55
OSM,MOSUL INTERNATIONAL IRAQ,Mosul Airport,Mosul,43.15,36.31
OSR,Ostrava Czech Rep.,Mosnov Airport,Ostrava,18.12,49.7
OSS,Osh Kyrgyzstan,Osh Airport,Osh,72.79,40.61
OSW,Orsk Russian Fed.,Orsk Airport,Orsk,58.57,51.2
OTP,Bucharest(Henri Coanda) Romania,Otopeni International Airport,Bucharest,26.08,44.57
OUA,Ouagadougou Burkina Faso,Ouagadougou Airport,Ouagadougou,-1.51,12.36
OUD,Oujda Morocco,Les Angades Airport,Oujda,-1.93,34.78
OUL,Oulu Finland,Oulu Airport,Oulu,25.38,64.93
OVB,Novosibirsk Russian Fed.,Tolmachevo Airport,Novosibirsk,82.67,55.01
OVD,Asturias Spain,Asturias Airport,Asturias,-6.03,43.56
OYG,Moyo Uganda,Moyo Airport,Moyo,31.72,3.65
OZC,Ozamis City Philippines,Labo Airport,Ozamis City,123.85,8.18
OZH,Zaporizhia Mokraya Intl Ukraine,Zaporozhye Airport,Zaporozhye,35.32,47.87
PAC,Panama City(Paitilla) Panama,Paitilla Airport,Panama City,-79.22,8.98
PAD,Paderborn Germany,Paderborn Airport,Paderborn,8.62,51.61
PAP,Pt. Au Prince Haiti,Mais Gate Airport,Port Au Prince,-72.29,18.58
PAT,Patna India,Patna Airport,Patna,85.09,25.59
PAZ,Poza Rica Mexico,Tajin Airport,Poza Rica,-97.47,20.52
PBC,Puebla Mexico,Huejotsingo Airport,Puebla,-98.37,19.14
PBD,Porbandar India,Porbandar Airport,Porbandar,69.66,21.65
PBM,Paramaribo (J. Pengel) Surinam,Zanderij International Airport,Paramaribo,-55.19,5.45
PCL,Pucallpa Peru,Capitan Rolden Airport,Pucallpa,-74.63,-8.33
PDG,Padang Indonesia,Tabing Airport,Padang,100.35,-0.88
PDV,Plovdiv Bulgaria,Plovdiv Airport,Plovdiv,24.72,42.3
PEE,Perm Bolshoye Savino,Perm Airport,Perm,56.02,57.92
PEG,Perugia Italy,Sant Egidio Airport,Perugia,12.37,43.13
PEI,Pereira Colombia,Matecana Airport,Pereira,-75.74,4.82
PEK,Beijing(Capital) China,Capital Airport,Beijing,116.59,40.08
PEN,Penang Malaysia,Penang International Airport,Penang,100.27,5.29
PER,Perth WA Australia,Perth Airport,Perth,115.96,-31.93
PES,Petrozavodsk Besovets,Petrozavodsk Airport,Petrozavodsk,34.33,61.68
PET,Pelotas RS Brazil,Federal Airport,Pelotas,-52.32,-31.72
PEW,Peshawar Pakistan,Peshawar Airport,Peshawar,71.52,33.99
PEZ,Penza Ternovka,Penza Airport,Penza,45.02,53.12
PFB,Passo Fundo RS Brazil,Passo Fundo Airport,Passo Fundo,-52.33,-28.25
PGF,Perpignan France,Llabanere Airport,Perpignan,2.87,42.74
PGH,Pantnagar India,Pantnagar Airport,Pantnagar,79.47,29.03
PGK,Pangkalpinang Indonesia,Pangkalpinang Airport,Pangkalpinang,106.14,-2.16
PHC,Pt. Harcourt Nigeria,Port Harcourt Airport,Port Harcourt,6.95,5.01
PHF,Newport News/Wmbg VA USA,Newport News/Williamsburg Airport,Newport News,-76.5,37.13
PHG,Port Harcourt City Nigeria,Port Harcourt City Airport,Port Harcourt,6.83,5.03
PHL,Philadelphia(Intl) PA USA,Philadelphia International Airport,Philadelphia,-75.24,39.88
PHS,Phitsanulok Thailand,Phitsanulok Airport,Phitsanulok,100.28,16.77
PHW,Phalaborwa South Africa,Phalaborwa Airport,Phalaborwa,31.16,-23.93
PHX,Phoenix(Intl) AZ USA,Sky Harbor International Airport,Phoenix,-112,33.44
PIA,Peoria IL USA,Greater Peoria Airport,Peoria,-89.69,40.67
PIE,St. Petersburg(Intl) FL USA,St. Petersburg International Airport,Saint Petersburg,-82.7,27.91
PIF,Pingtung Chinese Taipei,Pingtung Airport,Pingtung,120.49,22.71
PIK,Glasgow(Prestwick) Scotland UK,Prestwick Airport,Glasgow,-4.61,55.51
PIT,Pittsburgh(Intl) PA USA,Pittsburgh International Airport,Pittsburgh,-80.26,40.5
PIU,Piura Peru,Piura Airport,Piura,-80.61,-5.2
PKK,Pakokku Myanmar,Pakokku Airport,Pakokku,95.11,21.34
PKR,Pokhara Nepal,Pokhara Airport,Pokhara,83.99,28.2
PKU,Pekanbaru Indonesia,Simpang Tiga Airport,Pekanbaru,101.45,0.46
PKV,Pskov Russian Fed.,Pskov Airport,Pskov,28.3,57.82
PKY,Palangkaraya Indonesia,Palangkaraya Airport,Palangkaraya,113.95,-2.22
PLD,Playa Samara Costa Rica,Playa Samara Airport,Playa Samara,-85.42,10.25
PLH,Plymouth England UK,Plymouth Airport,Plymouth,-4.11,50.42
PLM,Palembang Indonesia,Mahmud Badaruddin Ii Airport,Palembang,104.7,-2.9
PLU,Belo Horizonte(Pamphula) MG Brazil,Pampulha Airport,Belo Horizonte,-43.75,-19.75
PLW,Palu Indonesia,Mutiara Airport,Palu,119.91,-0.92
PLX,Semipalatinsk Kazakhstan,Semipalatinsk Airport,Semipalatinsk,80.25,50.33
PLZ,Pt. Elizabeth South Africa,Port Elizabeth Airport,Port Elizabeth,25.61,-33.98
PMC,Puerto Montt Chile,Tepual Airport,Puerto Montt,-73.1,-41.43
PMF,Milan (Parma) Italy,Parma Airport,Milan,10.33,44.8
PMI,Palma Mallorca Spain,Palma Mallorca Airport,Palma Mallorca,2.73,39.55
PMO,Palermo Italy,Punta Raisi Airport,Palermo,13.1,38.19
PMW,Palmas TO Brazil,Palmas Airport,Palmas,-48.35,-10.24
PNA,Pamplona Spain,Pamplona Airport,Pamplona,-1.64,42.77
PNH,Phnom Penh Cambodia,Pochentong Airport,Phnom Penh,104.85,11.55
PNK,Pontianak Indonesia,Supadio Airport,Pontianak,109.41,-0.15
PNQ,Pune India,Lohegaon Airport,Pune,73.92,18.58
PNR,Pointe Noire Congo,Pointe Noire Airport,Pointe Noire,11.88,-4.81
PNZ,Petrolina PE Brazil,Petrolina Internacional Airport,Petrolina,-40.49,-9.39
POA,Porto Alegre RS Brazil,Salgado Filho Airport,Porto Alegre,-51.18,-29.99
POG,Pt. Gentil Gabon,Port Gentil Airport,Port Gentil,8.75,-0.72
POL,Pemba Mozambique,Pemba Airport,Pemba,40.52,-12.99
POM,Pt. Moresby Papua New Guinea,Jackson Field,Port Moresby,147.21,-9.44
POP,Puerto Plata Dominican Rep.,La Union Airport,Puerto Plata,-70.56,19.75
POZ,Poznan Poland,Lawica Airport,Poznan,16.83,52.41
PPB,Presidente Prudente SP Brazil,A. De Barros Airport,Presidente Prudente,-51.45,-22.1
PPK,Petropavlovsk Kazakhstan,Petropavlovsk Airport,Petropavlovsk,69.18,54.78
PPN,Popayan Colombia,Machangara Airport,Popayan,-76.61,2.45
PPS,Puerto Princesa Philippines,Puerto Princesa Airport,Puerto Princesa,118.76,9.74
PRG,Prague Czech Rep.,Prague-Ruzyne Airport,Prague,14.27,50.11
PSE,Ponce Puerto Rico,Mercedita Airport,Ponce,-66.56,18.01
PSO,Pasto Colombia,Cano Airport,Pasto,-77.25,1.47
PSR,Pescara Italy,Liberi Airport,Pescara,14.19,42.43
PSS,Posadas MI Argentina,Posadas Airport,Posadas,-55.97,-27.38
PTG,Pietersburg South Africa,Polokwane Airport,Polokwane,29.97,-23.92
PTP,Pointe A Pitre Guadeloupe,Le Raizet Airport,Pointe A Pitre,-61.53,16.27
PTY,Panama City(Intl) Panama,Tocumen International Airport,Panama City,-79.39,9.07
PUB,Pueblo CO USA,Pueblo Memorial Airport,Pueblo,-104.5,38.29
PUF,Pau France,Uzein Airport,Pau,-0.41,43.38
PUQ,Punta Arenas Chile,Pres Ibanez Airport,Punta Arenas,-70.84,-53.01
PUS,Busan Rep. of Korea,Gimhae International Airport,Busan,128.95,35.18
PVD,Providence RI USA,Theodore Francis Green State Airport,Providence,-71.44,41.73
PVG,Shanghai (Pu Dong Intl) China,Pu Dong Airport,Shanghai,121.8,31.15
PVH,Porto Velho RO Brazil,Belmonte Airport,Porto Velho,-63.9,-8.71
PVR,Puerto Vallarta Mexico,Ordaz,Puerto Vallarta,-105.25,20.68
PWQ,Pavlodar Kazakhstan,Pavlodar Airport,Pavlodar,77.07,52.18
PXU,Pleiku Vietnam,Pleiku Airport,Pleiku,108.01,14.01
PZB,Pietermaritzburg South Africa,Pietermaritzburg Airport,Pietermaritzburg,30.4,-29.64
PZH,Zhob Pakistan,Zhob Airport,Zhob,69.5,31.33
PZU,Pt. Sudan Sudan,Port Sudan Airport,Port Sudan,37.21,19.58
QOW,Owerri Nigeria,NULL,Owerri ,7.2,5.43
QRO,Queretaro Mexico,Queretaro Airport,Queretaro,-100.38,20.6
QRW,Warri Nigeria,NULL,Warri ,5.82,5.6
QSF,Setif 8 Mai 45 Algeria,Setif Airport,Setif,5.33,36.18
QSR,Salerno Italy,NULL,Salerno ,14.91,40.62
RAE,Arar Saudi Arabia,Arar Airport,Arar,41.14,30.9
RAI,Praia Cape Verde,Francisco Mendes Airport,Praia,-23.49,14.95
RAJ,Rajkot India,Civil Airport,Rajkot,70.78,22.31
RAK,Marrakech Morocco,Menara Airport,Marrakech,-8.03,31.6
RAO,Ribeirao Preto SP Brazil,Leite Lopes Airport,Ribeirao Preto,-47.77,-21.14
RAS,Rasht Sandra-E-Jangal Iran,Rasht Airport,Rasht,49.62,37.32
RBA,Rabat Morocco,Sale Airport,Rabat,-6.75,34.04
RBR,Rio Branco AC Brazil,Pres. Medici Airport,Rio Branco,-67.8,-9.97
RCB,Richards Bay South Africa,Richards Bay Airport,Richards Bay,32.09,-28.74
RCH,Riohacha Colombia,Riohacha Airport,Riohacha,-72.92,11.53
RDN,Redang Malaysia,LTS Pulau Redang Airport,Redang,103.01,5.77
RDU,Raleigh/Durham NC USA,Raleigh/Durham Airport,Raleigh/Durham,-78.79,35.87
REC,Recife PE Brazil,Guararapes International Airport,Recife,-34.92,-8.13
REG,Reggio di Calabria Italy,Tito Menniti Airport,Reggio Calabria,15.65,38.08
REN,Orenburg Tsentralny Russian Fed.,Orenburg Airport,Orenburg,55.46,51.79
REP,Siem Reap Cambodia,Siem Reap Airport,Siem Reap,103.82,13.41
RES,Resistencia CH Argentina,Resistencia Airport,Resistencia,-59.05,-27.45
REU,Reus Spain,Reus Airport,Reus,1.15,41.15
REX,Reynosa Mexico,Gen Lucio Blanco Airport,Reynosa,-98.23,26.01
RFD,Chicago(Rockford) IL USA,Chicago/Rockford International Airport,Rockford,-89.22,42.3
RGN,Yangon Myanmar,Mingaladon Airport,Yangon,96.13,16.9
RGS,Burgos Spain,NULL,Burgos ,-3.62,42.36
RIA,Santa Maria RS Brazil,Base Aerea Airport,Santa Maria,-53.69,-29.71
RIC,Richmond/Wmbg VA USA,Richmond International Airport (Byrd Field),Richmond,-77.32,37.51
RIG,Rio Grande RS Brazil,Rio Grande Airport,Rio Grande,-52.17,-32.08
RIX,Riga Latvia,Riga Airport,Riga,23.98,56.92
RJA,Rajahmundry India,Rajahmundry Airport,Rajahmundry,81.82,17.11
RJK,Rijeka Croatia,Rijeka Airport,Rijeka,14.57,45.22
RJL,Logrono Spain,Agoncillo Airport,Logrono,-2.32,42.46
RKV,Reykjavik(Domestic) Iceland,Reykjavik Domestic Airport,Reykjavik,-21.93,64.13
RLG,Rostock-Laage Germany,Laage Airport,Rostock-Laage,12.27,53.92
RMI,Rimini Italy,Miramare Airport,Rimini,12.62,44.02
RNO,Reno NV USA,Reno/Tahoe International Airport,Reno,-119.78,39.51
RNS,Rennes France,St Jacques Airport,Rennes,-1.73,48.07
ROB,Monrovia Liberia,Roberts International Airport,Monrovia,-10.36,6.24
ROC,Rochester NY USA,Greater Rochester International Airport,Rochester,-77.67,43.13
ROO,Rondonopolis MT Brazil,Rondonopolis Airport,Rondonopolis,-54.72,-16.43
ROS,Rosario SF Argentina,Fisherton Airport,Rosario,-60.78,-32.93
ROV,Rostov Russian Fed.,Rostov Airport,Rostov,39.75,47.25
RPR,Raipur India,Raipur Airport,Raipur,81.74,21.18
RSA,Santa Rosa LP Argentina,Santa Rosa Airport,Santa Rosa,-64.27,-36.57
RST,Rochester MN USA,Rochester International Airport,Rochester,-92.49,43.91
RTM,Rotterdam Netherlands,Rotterdam The Hague Airport,Rotterdam,4.43,51.95
RTW,Saratov Tsentralny Russian Fed.,Saratov Airport,Saratov,46.07,51.57
RUA,Arua Uganda,Arua Airport,Arua,30.93,3.03
RUD,Shahrud Iran,NULL,Shahrud ,55.1,36.42
RUH,Riyadh Saudi Arabia,King Khaled International Airport,Riyadh,46.7,24.96
RUN,St. Denis De La Reunion Ind. Oc.,Gillot Airport,Saint Denis de la Reunion,55.51,-20.89
RXS,Roxas City Philippines,Roxas City Airport,Roxas City,122.75,11.6
RYK,Rahim Yar Khan Pakistan,Rahim Yar Khan Airport,Rahim Yar Khan,70.29,28.39
RZE,Rzeszow Poland,Jasionka Airport,Rzeszow,22.03,50.12
SAN,San Diego(Intl) CA USA,San Diego International Airport,San Diego,-117.2,32.73
SAP,San Pedro Sula Honduras,Ramon Villeda Morales Airport,San Pedro Sula,-87.93,15.46
SAT,San Antonio TX USA,San Antonio International Airport,San Antonio,-98.47,29.52
SAV,Savannah/Hilton Head GA USA,Savannah/Hilton Head Airport,Savannah,-81.21,32.14
SAW,Istanbul (Sabiha Gokcen) Turkey,Sabiha Gokcen,Istanbul,29.31,40.9
SBN,South Bend(Regional) IN USA,South Bend Regional,South Bend,-86.31,41.7
SBW,Sibu Sarawak Malaysia,Sibu Airport,Sibu,111.99,2.25
SBZ,Sibiu Romania,Sibiu Airport,Sibiu,24.09,45.79
SCK,Sacramento(Stockton) CA USA,Stockton Airport,Stockton,-121.24,37.89
SCL,Santiago(Intl) Chile,Arturo Merino Benitez Airport,Santiago,-70.79,-33.4
SCN,Saarbruecken Germany,Ensheim Airport,Saarbruecken,7.11,49.22
SCO,Aktau Kazakhstan,Aktau Airport,Aktau,51.1,43.87
SCU,Santiago Cuba,Antonio Maceo Airport,Santiago,-75.84,19.97
SCV,Suceava Romania,Salcea Airport,Suceava,26.36,47.69
SCW,Syktyvkar Russian Fed.,Syktyvkar Airport,Syktyvkar,50.77,61.67
SDD,Lubango Angola,Lubango Airport,Lubango,13.58,-14.92
SDE,Santiago Del Estero SE Argentina,Santiago Del Estero Airport,Santiago Del Estero,-64.32,-27.77
SDF,Louisville KY USA,Louisville International Airport,Louisville,-85.74,38.19
SDG,Sanandaj Iran,Sanandaj Airport,Sanandaj,47.01,35.25
SDJ,Sendai Japan,Sendai Airport,Sendai,140.92,38.14
SDK,Sandakan Sabah Malaysia,Sandakan Airport,Sandakan,118.06,5.9
SDQ,Santo Domingo Dominican Rep.,Las Americas Airport,Santo Domingo,-69.68,18.43
SDR,Santander Spain,Santander Airport,Santander,-3.82,43.42
SDU,Rio De Janeiro(Dumont) RJ Brazil,Santos Dumont Airport,Rio De Janeiro,-43.17,-22.91
SDV,Tel Aviv-Yafo Sde Dov Israel,Sde-Dov Airport,Tel Aviv-Yafo,34.79,32.1
SEA,Seattle/Tacoma(Intl) WA USA,Seattle/Tacoma International Airport,Seattle,-122.3,47.44
SEB,Sebha Libya,Sebha Airport,Sebha,14.46,27.02
SEN,Southend London Southend England UK,Southend Municipal Airport,Southend,0.7,51.57
SFA,Sfax Thyna Tunisia,Sfax El Maou Airport,Sfax,10.68,34.72
SFB,Orlando(Sanford) FL USA,Orlando Sanford International Airport,Orlando,-81.24,28.78
SFN,Santa Fe SF Argentina,Santa Fe Airport,Santa Fe,-60.82,-31.72
SFO,San Francisco(Intl) CA USA,SFO International Airport,San Francisco,-122.39,37.62
SGC,Surgut Russian Fed.,Surgut Airport,Surgut,73.41,61.34
SGF,Springfield MO USA,Springfield-Branson Regional Airport,Springfield,-93.38,37.24
SGN,Ho Chi Minh City Vietnam,Ho Chi Minh City Airport,Ho Chi Minh City,106.66,10.81
SHA,Shanghai (Hongqiao Intl) China,Hongqiao Airport,Shanghai,121.34,31.2
SHE,Shenyang China,Shenyang Airport,Shenyang,123.43,41.86
SHJ,Sharjah U.A. Emirates,Sharjah Airport,Sharjah,55.52,25.32
SHL,Shillong India,Shillong Airport,Shillong,91.88,25.57
SHP,Qinhuangdao China,Qinhuangdao Airport,Qinhuangdao,119.5,39.93
SHV,Shreveport LA USA,Shreveport Regional Airport,Shreveport,-93.83,32.45
SHY,Shinyanga Tanzania,Shinyanga Airport,Shinyanga,33.5,-3.61
SIN,Singapore(Changi),Changi Airport,Singapore,103.99,1.36
SIP,Simferopol International Ukraine,Simferopol Airport,Simferopol,34,45.02
SJC,San Jose Norman Y. Mineta Intl CA USA,Norman Y. Mineta San Jose International Airport,San Jose,-121.93,37.37
SJE,San Jose Del Guaviaro Colombia,San Jose Del Gua Airport,San Jose Del Gua,-72.67,2.58
SJJ,Sarajevo Intl Bosnia & Herzegovina,Butmir Airport,Sarajevo,18.34,43.83
SJK,Sao Jose Dos Campos SP Brazil,Sao Jose dos Campos Airport,Sao Jose dos Campos,-46.12,-23.18
SJO,San Jose(Santamaria) Costa Rica,Juan Santamaria International Airport,San Jose,-84.2,10
SJP,Sao Jose Do Rio Preto SP Brazil,Sao Jose Do Rio Preto Airport,Sao Jose Do Rio Preto,-49.42,-20.82
SJU,San Juan(Intl) Puerto Rico,Luis Munoz Marin International Airport,San Juan,-66,18.44
SJW,Shijiazhuang China,Daguocun Airport,Shijiazhuang,114.69,38.27
SKD,Samarkand Uzbekistan,Samarkand Airport,Samarkand,66.99,39.7
SKG,Thessaloniki Greece,Makedonia Airport,Thessaloniki,22.97,40.52
SKO,Sokoto Nigeria,Sokoto Airport,Sokoto,5.24,13.01
SKP,Skopje Macedonia,Skopje Airport,Skopje,21.63,41.96
SKT,Sialkot Pakistan,Sialkot Airport,Sialkot,74.5,32.53
SKZ,Sukkur Pakistan,Sukkur Airport,Sukkur,68.8,27.72
SLA,Salta SA Argentina,Gen Belgrano Airport,Salta,-65.48,-24.84
SLC,Salt Lake City UT USA,Salt Lake City International Airport,Salt Lake City,-111.98,40.79
SLL,Salalah Oman,Salalah Airport,Salalah,54.11,17.04
SLM,Salamanca Spain,Matacan Airport,Salamanca,-5.65,40.97
SLP,San Luis Potosi Mexico,San Luis Potosi Airport,San Luis Potosi,-100.94,22.26
SLV,Simla India,Simla Airport,Simla,77.15,31.12
SLW,Saltillo Mexico,Saltillo Airport,Saltillo,-100.92,25.55
SMF,Sacramento(Metro) CA USA,Sacramento International Airport,Sacramento,-121.59,38.69
SMR,Santa Marta Colombia,Simon Bolivar Airport,Santa Marta,-74.23,11.12
SNA,Santa Ana(J.Wayne) CA USA,John Wayne Airport,Santa Ana,-117.86,33.68
SNO,Sakon Nakhon Thailand,Sakon Nakhon Airport,Sakon Nakhon,104.1,17.28
